Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Member_Year,Age,Total_purchase,Is_Parent,Family_Size,Cmp_Attitude,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
27938.0,31,1,1,0,4,3,0,0,2,28,29,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41154.88329156558,57,2,2,0,3,6,0,0,3,34,46,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55954.0,63,3,8,2,6,7,0,0,2,48,518,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75777.0,12,1,3,6,11,1,0,1,3,34,1438,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66653.0,18,4,4,2,12,3,0,0,4,41,612,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61823.0,26,4,8,2,10,7,0,0,3,64,884,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67680.0,8,1,7,3,8,5,0,0,3,65,606,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70666.0,29,1,7,4,4,4,0,0,3,68,1076,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25721.0,75,1,1,1,2,7,0,1,3,45,34,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32474.0,0,1,1,0,2,7,0,0,2,49,11,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88194.0,19,1,11,10,10,5,0,1,2,37,1274,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69096.0,4,1,5,2,10,4,0,0,3,58,653,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74854.0,90,7,2,5,5,5,0,0,3,46,1562,1,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66991.0,1,3,4,8,6,3,0,0,4,62,1253,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37958.87076521362,25,3,3,0,3,8,0,0,4,43,109,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65031.0,29,4,10,3,13,7,0,0,3,57,863,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60631.0,88,5,9,2,8,7,0,0,3,41,661,1,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28332.0,58,1,2,1,4,2,0,0,2,64,65,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40246.0,68,1,1,0,2,6,0,0,4,39,13,1,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75251.0,34,1,7,6,5,5,0,1,4,44,1890,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75825.0,40,0,5,8,9,4,0,1,4,40,2209,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26326.0,12,1,0,0,3,3,1,0,3,40,18,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56046.0,9,2,10,1,8,8,0,1,3,51,692,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29760.0,87,4,3,1,4,8,0,0,4,31,165,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26304.0,5,1,1,0,2,7,0,0,3,47,16,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23559.0,87,3,3,0,3,7,0,0,3,43,79,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38620.0,56,1,2,5,3,3,0,0,3,53,318,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81361.0,18,1,3,10,13,1,0,0,2,29,778,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29440.0,95,2,1,0,4,7,0,0,3,56,56,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36138.0,48,5,3,1,4,7,0,0,3,46,151,1,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50388.0,3,4,6,1,6,7,0,1,2,59,372,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79593.0,70,1,5,6,7,2,0,0,2,43,1366,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54178.0,79,1,2,2,5,2,0,0,2,49,194,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25838.598612929578,4,12,7,2,8,9,0,0,4,59,603,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42056.05152352658,45,1,1,0,2,7,0,0,2,59,18,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62933.9599713755,87,1,2,4,8,1,0,0,3,43,985,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42394.0,69,1,1,0,3,7,0,0,2,44,32,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23626.0,84,3,3,1,3,5,0,0,2,46,43,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30096.0,30,1,2,0,3,6,0,0,2,33,45,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47916.0,72,5,7,4,6,6,0,0,4,56,606,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51813.0,37,2,2,0,3,7,0,0,3,44,63,1,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78497.0,44,1,5,7,12,2,0,0,3,65,978,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50150.0,32,2,5,2,7,5,0,0,3,33,410,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47823.0,0,2,2,0,3,8,0,0,3,56,72,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34554.0,43,2,2,0,3,6,0,0,2,57,55,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85693.0,59,2,9,5,11,5,0,0,3,37,1169,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65846.0,68,1,6,3,6,4,0,0,3,71,1120,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87195.0,35,1,3,11,5,1,0,1,2,57,1097,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24594.0,94,1,1,0,3,5,0,0,3,37,29,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49096.0,15,4,4,1,4,7,0,0,3,52,187,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52413.0,56,4,6,4,12,6,0,0,3,47,910,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38557.0,17,2,3,1,3,7,0,0,4,38,145,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89058.0,18,1,5,4,4,2,0,0,4,56,850,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77298.0,46,1,6,6,11,3,0,0,3,37,969,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68126.0,40,1,7,4,5,9,0,1,4,25,1820,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57288.0,27,3,8,1,8,6,0,0,2,53,608,1,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86037.0,95,1,6,7,11,3,0,1,3,25,730,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43974.0,19,5,6,4,6,7,0,0,4,36,551,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50785.0,27,2,2,1,3,6,0,0,3,54,114,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90765.0,25,0,4,6,5,1,0,0,2,46,1724,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36550.0,74,5,9,1,5,9,0,0,3,38,577,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30753.0,85,2,1,1,3,5,0,0,3,49,81,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21918.0,37,2,2,0,3,6,0,0,3,47,33,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56129.0,65,4,6,2,10,4,0,0,3,63,660,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32557.0,13,3,2,1,3,5,0,1,2,49,80,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19510.0,63,2,1,0,3,7,0,0,3,31,30,1,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30992.0,83,1,1,0,3,7,0,0,3,40,43,1,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101970.0,69,0,6,8,13,2,0,1,3,33,1135,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71488.0,87,2,3,4,7,1,0,0,3,51,559,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79607.0,37,1,3,6,6,1,0,1,3,32,1923,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54348.0,51,2,2,0,4,6,0,0,2,63,90,1,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63190.19916729085,23,3,6,1,7,6,0,0,3,55,404,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77376.0,72,4,6,3,10,4,0,0,2,60,661,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62998.0,10,5,5,4,5,5,0,0,3,64,463,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61331.0,42,5,11,1,6,8,0,0,3,58,632,1,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73448.0,10,1,7,2,9,4,0,0,2,47,725,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60581.88680436992,96,1,6,5,7,4,0,0,3,53,725,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41551.0,51,5,5,1,5,8,0,0,3,52,279,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62981.0,21,1,4,5,13,3,0,0,3,49,1482,0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9548.0,31,2,1,0,3,8,0,0,4,40,29,1,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33762.0,61,3,2,2,2,8,0,0,3,57,106,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35860.0,37,2,1,1,2,5,0,1,2,43,49,1,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36921.0,74,2,2,0,3,7,0,0,3,51,38,1,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92859.0,46,1,5,4,12,2,0,0,4,24,2077,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65104.0,4,2,3,5,7,7,0,1,3,40,1053,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86111.0,73,1,5,7,10,2,0,0,3,54,1385,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68352.0,47,3,8,5,9,6,0,0,3,42,871,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41883.0,13,3,4,2,3,7,0,0,3,28,312,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59809.0,36,3,3,3,6,8,0,0,4,40,877,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23957.0,47,1,2,0,3,6,0,1,4,41,68,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38547.0,49,1,1,0,2,8,1,0,3,35,22,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35688.0,94,7,4,1,4,8,0,0,4,43,211,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49605.0,65,1,2,1,4,3,0,0,2,50,127,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59354.0,59,1,4,4,7,3,0,0,2,63,459,1,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65747.0,96,4,8,1,6,6,0,0,2,47,460,1,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46344.0,28,4,7,1,5,7,0,0,4,44,429,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34176.0,12,4,3,0,4,6,0,0,2,28,89,1,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61010.0,57,2,8,5,11,5,0,0,4,64,1021,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69372.0,10,1,10,4,6,4,0,1,3,67,1381,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49967.0,4,3,6,1,5,7,0,0,3,58,306,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60199.0,49,1,0,0,3,4,0,0,3,38,18,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55375.0,3,1,1,1,6,2,0,0,3,39,162,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80317.0,64,1,3,4,10,1,0,0,3,61,1231,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30523.0,0,1,1,0,2,7,0,0,3,58,13,1,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70356.0,20,2,10,6,9,6,0,0,4,71,1706,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23228.0,91,4,3,0,4,8,0,0,2,32,121,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74165.0,9,1,5,4,10,2,0,0,3,41,1293,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
157243.0,98,15,0,22,0,0,0,0,2,43,1608,1,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43482.0,83,3,2,0,4,6,0,0,3,50,88,1,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62551.0,27,1,6,7,4,3,0,0,3,63,421,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52332.0,63,1,3,2,6,4,0,0,3,57,259,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66951.0,46,1,3,4,7,1,0,0,3,28,1117,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26091.0,84,3,2,1,3,5,0,0,2,59,89,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33456.0,58,2,1,0,3,7,0,0,2,51,36,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28718.0,78,2,2,0,3,8,0,0,3,34,57,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50447.0,4,1,3,1,3,6,0,0,2,46,148,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53537.0,17,2,2,1,3,5,0,0,2,57,93,1,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52074.0,77,1,2,2,2,4,0,0,2,49,119,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
